CensusTract,County Code,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractSeniorsProportion,TractWhite,TractBlack,TractBlackProportion,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
26049011402,26049,Michigan,Genesee County,1,4088,1504,0,6,0.15,0,0,0,0,0,0,3.5,74622,1,1,1,1,1,0,0,0,660,3194,660,153,637,153,3194,78.14,637,15.59,864,21.13,400,9.78,2917,71.36,136,3.32,45,1.09,0,0.00,13,0.31,84,2.05,87,2.14,19,1.29,45,2.97,660,16.16,153,3.73,175,4.29,85,2.08,600,14.67,33,0.81,9,0.23,0,0.00,2,0.04,17,0.41,21,0.51,6,0.38,9,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,756,1103,515,0.125978474,3718,178,0.043542074,54,1,17,120,113,23,59
26049011502,26049,Michigan,Genesee County,1,3246,1322,0,0,0.00,0,0,0,0,1,0,15.8,65795,1,1,1,1,1,0,0,1,865,2818,865,319,998,319,2818,86.80,998,30.75,562,17.30,462,14.22,2652,81.71,74,2.27,6,0.17,1,0.03,21,0.65,64,1.97,72,2.22,112,8.51,166,12.53,865,26.64,319,9.83,171,5.27,147,4.52,805,24.81,27,0.84,3,0.10,0,0.00,6,0.20,23,0.70,24,0.75,30,2.24,50,3.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1031,661,504,0.155268022,3057,79,0.024337646,7,1,26,76,84,133,189
26049011503,26049,Michigan,Genesee County,1,4920,1884,0,7,0.14,0,0,0,0,0,0,10.4,69792,1,1,1,1,1,0,0,0,3693,4855,3693,835,1211,835,4855,98.67,1211,24.61,1098,22.32,695,14.12,4585,93.20,98,2.00,27,0.55,1,0.02,21,0.44,121,2.47,169,3.44,25,1.35,243,12.87,3693,75.05,835,16.98,810,16.47,537,10.92,3498,71.11,75,1.52,20,0.40,1,0.01,11,0.22,89,1.80,122,2.47,19,1.03,183,9.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1104,1116,700,0.142276423,4647,100,0.020325203,27,1,22,123,171,24,237
26049011505,26049,Michigan,Genesee County,1,2479,1025,0,6,0.24,0,0,0,0,0,0,14.5,61905,0,1,0,1,0,0,0,0,387,1991,387,147,613,147,1991,80.30,613,24.72,406,16.37,376,15.17,1806,72.84,108,4.34,11,0.44,0,0.00,12,0.49,54,2.19,76,3.05,16,1.53,85,8.34,387,15.63,147,5.93,68,2.73,85,3.44,370,14.92,3,0.12,4,0.16,0,0.00,4,0.15,7,0.28,7,0.28,0,0.00,18,1.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,653,505,466,0.187979024,2209,169,0.06817265,15,0,17,69,92,21,96
26049011508,26049,Michigan,Genesee County,1,2995,1402,0,0,0.00,0,0,0,0,0,0,15.5,64883,0,1,0,1,0,0,0,0,111,1704,111,27,481,27,1704,56.89,481,16.07,346,11.55,256,8.54,1552,51.83,99,3.29,8,0.28,0,0.00,9,0.30,36,1.19,32,1.06,33,2.36,151,10.74,111,3.70,27,0.90,22,0.72,22,0.74,104,3.46,1,0.03,0,0.00,0,0.00,2,0.07,4,0.14,6,0.21,0,0.00,9,0.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1222,537,622,0.207679466,2664,209,0.069782972,15,0,19,88,58,244,295
26049011601,26049,Michigan,Genesee County,0,3063,1100,0,0,0.00,0,0,0,0,0,0,9.6,84167,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3063,100.00,529,17.28,738,24.09,354,11.56,2936,95.85,22,0.72,11,0.36,0,0.00,21,0.69,73,2.38,113,3.69,0,0.00,88,7.99,2999,97.90,520,16.99,722,23.57,347,11.31,2875,93.86,21,0.68,11,0.36,0,0.00,21,0.68,71,2.31,112,3.66,0,0.00,86,7.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,519,738,354,0.115572968,2936,22,0.007182501,11,0,21,73,113,0,94
26049011610,26049,Michigan,Genesee County,1,6725,2699,0,14,0.21,0,0,0,0,0,0,7.8,80368,1,1,1,1,1,0,0,0,3097,5759,3097,552,1312,552,5759,85.64,1312,19.50,1473,21.90,581,8.65,5413,80.48,124,1.85,43,0.64,2,0.04,30,0.44,147,2.19,171,2.54,83,3.07,145,5.38,3097,46.05,552,8.20,741,11.02,393,5.85,2964,44.07,40,0.59,15,0.23,2,0.03,17,0.25,59,0.88,73,1.09,47,1.73,77,2.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1676,1807,612,0.091003717,6231,194,0.028847584,57,4,35,204,222,101,181
26049011710,26049,Michigan,Genesee County,1,2475,1070,0,0,0.00,0,0,0,0,0,0,10.4,72961,0,1,0,1,0,0,0,0,NULL,716,NULL,NULL,199,NULL,716,28.94,199,8.06,182,7.37,69,2.80,681,27.52,16,0.64,1,0.05,0,0.00,1,0.06,17,0.67,16,0.65,30,2.81,37,3.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,672,592,379,0.153131313,2370,25,0.01010101,7,0,6,67,61,113,131
26049011711,26049,Michigan,Genesee County,1,2698,1301,0,0,0.00,0,1,0,1,1,1,16.4,53598,0,1,0,1,0,0,0,1,184,2237,184,45,723,45,2237,82.92,723,26.80,544,20.16,369,13.69,2106,78.04,56,2.08,7,0.26,1,0.04,10,0.39,57,2.12,74,2.72,148,11.39,243,18.69,184,6.82,45,1.68,54,1.99,24,0.89,179,6.65,1,0.04,0,0.01,0,0.00,0,0.01,3,0.12,6,0.20,7,0.56,16,1.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,908,624,495,0.183469236,2537,67,0.02483321,10,1,11,72,90,227,312
26049011712,26049,Michigan,Genesee County,1,2956,1170,0,6,0.20,0,0,0,0,0,0,17.5,61083,1,1,1,1,1,0,0,0,2352,2956,2352,918,1099,918,2956,100.00,1099,37.17,769,26.01,543,18.37,2799,94.69,68,2.30,5,0.17,0,0.00,26,0.88,58,1.96,92,3.11,72,6.17,126,10.73,2352,79.55,918,31.05,609,20.59,463,15.67,2229,75.39,59,1.98,2,0.07,0,0.00,20,0.68,42,1.43,71,2.41,59,5.03,101,8.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1085,769,543,0.183694181,2799,68,0.02300406,5,0,26,58,92,76,131
26049011713,26049,Michigan,Genesee County,1,3641,2001,0,0,0.00,1,1,1,1,1,1,12.5,47168,1,1,1,1,1,0,0,1,870,3636,870,257,1477,257,3636,99.85,1477,40.57,575,15.80,641,17.59,3228,88.65,237,6.51,54,1.48,1,0.03,19,0.52,97,2.66,123,3.37,148,7.42,210,10.50,870,23.89,257,7.07,110,3.03,333,9.15,810,22.24,27,0.73,11,0.31,0,0.00,2,0.05,20,0.56,20,0.56,22,1.10,50,2.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,577,641,0.176050536,3233,237,0.065092008,54,1,19,97,123,147,218
26049011714,26049,Michigan,Genesee County,1,3190,1248,0,0,0.00,0,0,0,0,0,0,4.8,75938,1,1,1,1,1,0,0,0,1204,2378,1204,161,346,161,2378,74.55,346,10.85,551,17.28,440,13.81,2287,71.68,25,0.78,14,0.45,0,0.00,14,0.45,38,1.19,54,1.71,42,3.34,13,1.05,1204,37.75,161,5.04,283,8.86,202,6.35,1156,36.25,13,0.41,9,0.28,0,0.00,3,0.10,23,0.71,26,0.81,18,1.43,7,0.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,751,577,0.180877743,3057,41,0.012852665,24,0,18,50,78,63,19
26049011800,26049,Michigan,Genesee County,0,3162,1213,0,6,0.19,0,0,0,0,0,0,6.2,80655,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3162,100.00,783,24.77,752,23.78,529,16.73,3030,95.83,33,1.04,17,0.54,0,0.00,10,0.32,72,2.28,90,2.85,22,1.78,81,6.67,3075,97.25,772,24.40,731,23.13,514,16.25,2948,93.23,32,1.00,16,0.49,0,0.00,10,0.31,70,2.22,89,2.80,22,1.78,79,6.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,726,752,529,0.167299178,3030,33,0.010436433,17,0,10,72,90,21,83
26049011901,26049,Michigan,Genesee County,0,2523,996,0,0,0.00,0,0,0,0,0,0,11.8,64521,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2523,100.00,676,26.79,531,21.05,367,14.55,2312,91.64,135,5.35,9,0.36,0,0.00,9,0.36,58,2.30,37,1.47,10,1.00,159,15.97,2523,100.00,676,26.79,531,21.05,367,14.55,2312,91.64,135,5.35,9,0.36,0,0.00,9,0.36,58,2.30,37,1.47,10,1.00,159,15.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,663,531,367,0.145461752,2312,135,0.053507729,9,0,9,58,37,10,149
26049011902,26049,Michigan,Genesee County,0,3045,1033,0,9,0.30,0,0,0,0,0,0,8.4,66250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3045,100.00,998,32.77,886,29.10,293,9.62,2919,95.86,18,0.59,14,0.46,0,0.00,23,0.76,71,2.33,104,3.42,21,2.07,142,13.71,3038,99.76,994,32.65,884,29.03,292,9.60,2912,95.63,18,0.59,14,0.46,0,0.00,23,0.76,71,2.32,104,3.40,21,2.07,141,13.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,955,886,293,0.096223317,2919,18,0.00591133,14,0,23,71,104,21,139
26049012003,26049,Michigan,Genesee County,1,3167,1057,0,0,0.00,0,0,0,0,0,0,16.9,58625,1,1,1,1,1,0,0,0,2593,3167,2593,1228,1474,1228,3167,100.00,1474,46.55,1000,31.58,269,8.49,2869,90.59,99,3.13,15,0.47,1,0.03,58,1.83,125,3.95,127,4.01,91,8.61,285,26.97,2593,81.86,1228,38.79,813,25.68,226,7.12,2337,73.79,86,2.71,11,0.36,0,0.01,51,1.60,108,3.40,105,3.32,70,6.59,228,21.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1521,1000,269,0.084938428,2869,99,0.031259867,15,1,58,125,127,90,291
26049012006,26049,Michigan,Genesee County,1,2648,1121,0,0,0.00,1,1,1,0,0,1,14.8,54792,1,1,1,1,1,0,0,0,709,1767,709,209,577,209,1767,66.73,577,21.80,387,14.60,376,14.18,1668,62.99,32,1.21,5,0.20,0,0.00,12,0.46,50,1.87,79,3.00,64,5.70,107,9.57,709,26.77,209,7.88,165,6.22,121,4.56,673,25.43,12,0.45,1,0.04,0,0.00,3,0.11,20,0.75,30,1.12,11,1.01,38,3.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,888,587,497,0.187688822,2510,42,0.015861027,6,0,18,72,114,105,152
26049012007,26049,Michigan,Genesee County,1,1633,617,0,0,0.00,1,1,1,0,0,1,18.9,54474,1,1,1,1,1,0,0,0,1602,1633,1602,711,724,711,1633,100.00,724,44.36,388,23.76,180,11.02,1551,94.98,29,1.78,2,0.12,0,0.00,5,0.31,46,2.82,56,3.43,25,4.12,158,25.60,1602,98.11,711,43.55,383,23.48,175,10.71,1523,93.28,28,1.71,2,0.12,0,0.00,5,0.31,44,2.68,54,3.29,25,4.02,155,25.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,728,388,180,0.110226577,1551,29,0.017758726,2,0,5,46,56,25,160
26049012008,26049,Michigan,Genesee County,1,3045,1154,0,6,0.20,1,1,1,0,0,1,23.5,53519,1,1,1,1,1,0,0,0,2883,3045,2883,1119,1204,1119,3045,100.00,1204,39.54,711,23.35,462,15.17,2905,95.40,42,1.38,14,0.46,0,0.00,16,0.53,68,2.23,77,2.53,15,1.28,179,15.51,2883,94.68,1119,36.76,674,22.14,439,14.42,2747,90.23,42,1.38,13,0.42,0,0.00,16,0.51,65,2.14,71,2.32,13,1.16,169,14.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1296,711,462,0.151724138,2905,42,0.013793103,14,0,16,68,77,16,181
26049012009,26049,Michigan,Genesee County,1,2603,939,0,12,0.46,0,0,0,0,0,0,6.5,65956,1,1,1,1,1,0,0,0,2603,2603,2603,724,724,724,2603,100.00,724,27.82,639,24.55,375,14.41,2507,96.31,18,0.69,2,0.08,0,0.00,19,0.73,57,2.19,114,4.38,11,1.19,80,8.56,2603,100.00,724,27.82,639,24.55,375,14.41,2507,96.31,18,0.69,2,0.08,0,0.00,19,0.73,57,2.19,114,4.38,11,1.19,80,8.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,719,639,375,0.144064541,2507,18,0.006915098,2,0,19,57,114,11,79
26049012100,26049,Michigan,Genesee County,0,2506,1003,0,14,0.56,0,0,0,0,0,0,10.3,60288,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1912,76.31,648,25.87,443,17.69,273,10.90,1679,67.00,179,7.13,0,0.00,0,0.00,11,0.43,44,1.76,68,2.71,30,3.00,97,9.69,1064,42.44,353,14.07,231,9.21,151,6.03,892,35.58,141,5.61,0,0.00,0,0.00,4,0.16,27,1.09,39,1.56,12,1.21,55,5.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,786,555,384,0.153232243,2238,203,0.081005587,0,0,14,51,93,40,133
26049012201,26049,Michigan,Genesee County,1,2528,1210,0,0,0.00,1,1,1,1,1,1,25.1,37917,1,1,1,1,1,0,0,1,1625,2513,1625,929,1538,929,2513,99.40,1538,60.85,430,17.00,621,24.57,2240,88.60,163,6.47,6,0.24,0,0.00,21,0.83,83,3.27,89,3.51,127,10.49,363,29.97,1625,64.29,929,36.75,215,8.50,530,20.97,1470,58.15,98,3.86,6,0.23,0,0.00,9,0.36,43,1.69,48,1.91,89,7.39,253,20.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1609,434,623,0.246439873,2248,170,0.067246835,6,0,21,83,89,124,353
26049012202,26049,Michigan,Genesee County,1,1441,584,0,0,0.00,0,1,0,0,0,1,35.6,35833,0,1,0,1,0,0,0,0,55,806,55,41,550,41,806,55.93,550,38.16,190,13.16,166,11.53,152,10.58,592,41.11,2,0.14,0,0.00,11,0.76,48,3.34,21,1.48,76,13.03,188,32.21,55,3.82,41,2.83,16,1.10,10,0.70,28,1.96,21,1.46,2,0.14,0,0.00,0,0.00,4,0.26,4,0.26,6,0.99,11,1.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,730,345,251,0.174184594,365,970,0.67314365,2,0,14,90,65,101,273
26049012310,26049,Michigan,Genesee County,1,3086,1317,0,6,0.19,0,1,0,0,0,1,32.1,35104,0,1,0,1,0,0,0,0,NULL,705,NULL,NULL,409,NULL,705,22.84,409,13.27,205,6.63,55,1.79,472,15.31,184,5.97,4,0.12,0,0.00,2,0.06,43,1.38,28,0.91,63,4.80,112,8.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1662,836,289,0.093648736,2471,413,0.133830201,15,1,17,169,137,181,463
26049012311,26049,Michigan,Genesee County,1,2010,775,0,4,0.20,0,1,0,0,0,1,22.2,37188,0,1,0,1,0,0,0,0,6,921,6,4,523,4,921,45.82,523,26.02,206,10.23,96,4.78,853,42.43,24,1.19,1,0.07,0,0.00,8,0.41,35,1.72,33,1.63,24,3.03,132,16.97,6,0.28,4,0.21,1,0.06,1,0.04,5,0.25,0,0.01,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,1,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,924,524,186,0.092537313,1633,278,0.138308458,2,0,16,81,75,46,260
26049012401,26049,Michigan,Genesee County,0,1905,742,0,0,0.00,0,0,0,0,0,0,5.9,69732,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1876,98.46,247,12.96,404,21.19,298,15.64,1833,96.20,11,0.58,2,0.10,0,0.00,8,0.42,22,1.15,39,2.05,5,0.69,26,3.46,1715,90.02,227,11.91,370,19.41,269,14.14,1672,87.76,11,0.58,2,0.10,0,0.00,8,0.42,22,1.15,37,1.94,5,0.67,24,3.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,409,303,0.159055118,1862,11,0.005774278,2,0,8,22,39,5,24
